i	rgb	r	g	b	maxRGB	minRGB	c	h
431	74,68,54	74.0	68.0	54.0	74.0	54.0	20.0	42.0
432	71,67,54	71.0	67.0	54.0	71.0	54.0	17.0	45.8823529412
433	28,23,14	28.0	23.0	14.0	28.0	14.0	14.0	38.5714285714
434	35,32,25	35.0	32.0	25.0	35.0	25.0	10.0	42.0
435	30,25,16	30.0	25.0	16.0	30.0	16.0	14.0	38.5714285714
436	27,22,16	27.0	22.0	16.0	27.0	16.0	11.0	32.7272727273
437	38,33,25	38.0	33.0	25.0	38.0	25.0	13.0	36.9230769231
438	67,60,47	67.0	60.0	47.0	67.0	47.0	20.0	39.0
439	72,65,51	72.0	65.0	51.0	72.0	51.0	21.0	40.0
440	69,66,57	69.0	66.0	57.0	69.0	57.0	12.0	45.0
441	56,51,40	56.0	51.0	40.0	56.0	40.0	16.0	41.25
442	51,48,38	51.0	48.0	38.0	51.0	38.0	13.0	46.1538461538
443	68,58,44	68.0	58.0	44.0	68.0	44.0	24.0	35.0
444	36,32,25	36.0	32.0	25.0	36.0	25.0	11.0	38.1818181818
445	35,31,24	35.0	31.0	24.0	35.0	24.0	11.0	38.1818181818
446	22,19,14	22.0	19.0	14.0	22.0	14.0	8.0	37.5
447	26,21,13	26.0	21.0	13.0	26.0	13.0	13.0	36.9230769231
448	26,25,20	26.0	25.0	20.0	26.0	20.0	6.0	50.0
449	85,87,72	85.0	87.0	72.0	87.0	72.0	15.0	68.0
450	33,30,22	33.0	30.0	22.0	33.0	22.0	11.0	43.6363636364
451	71,66,52	71.0	66.0	52.0	71.0	52.0	19.0	44.2105263158
452	35,31,23	35.0	31.0	23.0	35.0	23.0	12.0	40.0
453	37,33,25	37.0	33.0	25.0	37.0	25.0	12.0	40.0
454	30,28,21	30.0	28.0	21.0	30.0	21.0	9.0	46.6666666667
455	46,42,32	46.0	42.0	32.0	46.0	32.0	14.0	42.8571428571
456	67,65,55	67.0	65.0	55.0	67.0	55.0	12.0	50.0
457	63,61,50	63.0	61.0	50.0	63.0	50.0	13.0	50.7692307692
458	29,23,15	29.0	23.0	15.0	29.0	15.0	14.0	34.2857142857
459	46,39,29	46.0	39.0	29.0	46.0	29.0	17.0	35.2941176471
460	42,32,22	42.0	32.0	22.0	42.0	22.0	20.0	30.0
461	38,32,23	38.0	32.0	23.0	38.0	23.0	15.0	36.0
462	55,46,35	55.0	46.0	35.0	55.0	35.0	20.0	33.0
463	72,63,48	72.0	63.0	48.0	72.0	48.0	24.0	37.5
464	67,59,44	67.0	59.0	44.0	67.0	44.0	23.0	39.1304347826
465	48,44,35	48.0	44.0	35.0	48.0	35.0	13.0	41.5384615385
466	40,31,20	40.0	31.0	20.0	40.0	20.0	20.0	33.0
467	56,54,43	56.0	54.0	43.0	56.0	43.0	13.0	50.7692307692
468	24,25,24	24.0	25.0	24.0	25.0	24.0	1.0	120.0
469	27,27,24	27.0	27.0	24.0	27.0	24.0	3.0	60.0
470	37,30,19	37.0	30.0	19.0	37.0	19.0	18.0	36.6666666667
471	22,19,13	22.0	19.0	13.0	22.0	13.0	9.0	40.0
472	45,37,27	45.0	37.0	27.0	45.0	27.0	18.0	33.3333333333
473	31,26,20	31.0	26.0	20.0	31.0	20.0	11.0	32.7272727273
474	56,45,31	56.0	45.0	31.0	56.0	31.0	25.0	33.6
475	55,48,36	55.0	48.0	36.0	55.0	36.0	19.0	37.8947368421
476	42,35,24	42.0	35.0	24.0	42.0	24.0	18.0	36.6666666667
477	43,36,24	43.0	36.0	24.0	43.0	24.0	19.0	37.8947368421
478	54,48,33	54.0	48.0	33.0	54.0	33.0	21.0	42.8571428571
479	32,28,20	32.0	28.0	20.0	32.0	20.0	12.0	40.0
480	46,39,27	46.0	39.0	27.0	46.0	27.0	19.0	37.8947368421
481	69,66,52	69.0	66.0	52.0	69.0	52.0	17.0	49.4117647059
482	44,39,30	44.0	39.0	30.0	44.0	30.0	14.0	38.5714285714
483	57,52,39	57.0	52.0	39.0	57.0	39.0	18.0	43.3333333333
484	42,35,21	42.0	35.0	21.0	42.0	21.0	21.0	40.0
485	33,29,21	33.0	29.0	21.0	33.0	21.0	12.0	40.0
486	44,35,22	44.0	35.0	22.0	44.0	22.0	22.0	35.4545454545
487	52,49,38	52.0	49.0	38.0	52.0	38.0	14.0	47.1428571429
488	50,46,35	50.0	46.0	35.0	50.0	35.0	15.0	44.0
489	73,68,55	73.0	68.0	55.0	73.0	55.0	18.0	43.3333333333
490	42,36,26	42.0	36.0	26.0	42.0	26.0	16.0	37.5
491	44,38,23	44.0	38.0	23.0	44.0	23.0	21.0	42.8571428571
492	35,28,19	35.0	28.0	19.0	35.0	19.0	16.0	33.75
493	48,43,31	48.0	43.0	31.0	48.0	31.0	17.0	42.3529411765
494	29,25,18	29.0	25.0	18.0	29.0	18.0	11.0	38.1818181818
495	79,95,96	79.0	95.0	96.0	96.0	79.0	17.0	183.529411765
496	24,39,48	24.0	39.0	48.0	48.0	24.0	24.0	202.5
497	16,15,10	16.0	15.0	10.0	16.0	10.0	6.0	50.0
498	27,22,15	27.0	22.0	15.0	27.0	15.0	12.0	35.0
499	21,17,8	21.0	17.0	8.0	21.0	8.0	13.0	41.5384615385
500	46,35,19	46.0	35.0	19.0	46.0	19.0	27.0	35.5555555556
501	45,35,19	45.0	35.0	19.0	45.0	19.0	26.0	36.9230769231
502	51,40,21	51.0	40.0	21.0	51.0	21.0	30.0	38.0
503	57,44,25	57.0	44.0	25.0	57.0	25.0	32.0	35.625
504	46,36,21	46.0	36.0	21.0	46.0	21.0	25.0	36.0
505	80,87,80	80.0	87.0	80.0	87.0	80.0	7.0	120.0
506	57,53,37	57.0	53.0	37.0	57.0	37.0	20.0	48.0
507	44,40,26	44.0	40.0	26.0	44.0	26.0	18.0	46.6666666667
508	46,42,28	46.0	42.0	28.0	46.0	28.0	18.0	46.6666666667
509	43,39,23	43.0	39.0	23.0	43.0	23.0	20.0	48.0
510	36,33,22	36.0	33.0	22.0	36.0	22.0	14.0	47.1428571429
511	44,39,27	44.0	39.0	27.0	44.0	27.0	17.0	42.3529411765
512	48,43,31	48.0	43.0	31.0	48.0	31.0	17.0	42.3529411765
513	39,36,25	39.0	36.0	25.0	39.0	25.0	14.0	47.1428571429
514	40,35,21	40.0	35.0	21.0	40.0	21.0	19.0	44.2105263158
515	45,39,24	45.0	39.0	24.0	45.0	24.0	21.0	42.8571428571
516	51,46,31	51.0	46.0	31.0	51.0	31.0	20.0	45.0
517	24,23,16	24.0	23.0	16.0	24.0	16.0	8.0	52.5
518	21,19,14	21.0	19.0	14.0	21.0	14.0	7.0	42.8571428571
519	33,32,22	33.0	32.0	22.0	33.0	22.0	11.0	54.5454545455
520	40,38,27	40.0	38.0	27.0	40.0	27.0	13.0	50.7692307692
521	31,20,8	31.0	20.0	8.0	31.0	8.0	23.0	31.3043478261
522	54,82,92	54.0	82.0	92.0	92.0	54.0	38.0	195.789473684
523	41,59,64	41.0	59.0	64.0	64.0	41.0	23.0	193.043478261
524	67,98,108	67.0	98.0	108.0	108.0	67.0	41.0	194.634146341
525	30,51,61	30.0	51.0	61.0	61.0	30.0	31.0	199.35483871
526	14,33,44	14.0	33.0	44.0	44.0	14.0	30.0	202.0
527	65,69,61	65.0	69.0	61.0	69.0	61.0	8.0	90.0
528	50,54,50	50.0	54.0	50.0	54.0	50.0	4.0	120.0
529	33,35,35	33.0	35.0	35.0	35.0	33.0	2.0	180.0
530	50,59,57	50.0	59.0	57.0	59.0	50.0	9.0	166.666666667
531	49,58,56	49.0	58.0	56.0	58.0	49.0	9.0	166.666666667
532	34,37,35	34.0	37.0	35.0	37.0	34.0	3.0	140.0
533	36,40,40	36.0	40.0	40.0	40.0	36.0	4.0	180.0
534	59,69,66	59.0	69.0	66.0	69.0	59.0	10.0	162.0
535	73,81,77	73.0	81.0	77.0	81.0	73.0	8.0	150.0
536	76,84,79	76.0	84.0	79.0	84.0	76.0	8.0	142.5
537	79,86,79	79.0	86.0	79.0	86.0	79.0	7.0	120.0
538	103,117,107	103.0	117.0	107.0	117.0	103.0	14.0	137.142857143
539	51,59,57	51.0	59.0	57.0	59.0	51.0	8.0	165.0
540	63,71,66	63.0	71.0	66.0	71.0	63.0	8.0	142.5
541	49,45,30	49.0	45.0	30.0	49.0	30.0	19.0	47.3684210526
542	57,55,39	57.0	55.0	39.0	57.0	39.0	18.0	53.3333333333
543	49,49,38	49.0	49.0	38.0	49.0	38.0	11.0	60.0
544	61,56,40	61.0	56.0	40.0	61.0	40.0	21.0	45.7142857143
545	42,40,33	42.0	40.0	33.0	42.0	33.0	9.0	46.6666666667
546	61,59,40	61.0	59.0	40.0	61.0	40.0	21.0	54.2857142857
547	19,18,16	19.0	18.0	16.0	19.0	16.0	3.0	40.0
548	23,25,24	23.0	25.0	24.0	25.0	23.0	2.0	150.0
549	19,22,21	19.0	22.0	21.0	22.0	19.0	3.0	160.0
550	14,13,11	14.0	13.0	11.0	14.0	11.0	3.0	40.0
551	17,18,16	17.0	18.0	16.0	18.0	16.0	2.0	90.0
552	20,18,12	20.0	18.0	12.0	20.0	12.0	8.0	45.0
553	18,19,14	18.0	19.0	14.0	19.0	14.0	5.0	72.0
554	17,17,12	17.0	17.0	12.0	17.0	12.0	5.0	60.0
555	9,9,7	9.0	9.0	7.0	9.0	7.0	2.0	60.0
556	36,28,16	36.0	28.0	16.0	36.0	16.0	20.0	36.0
557	27,18,8	27.0	18.0	8.0	27.0	8.0	19.0	31.5789473684
558	11,10,7	11.0	10.0	7.0	11.0	7.0	4.0	45.0
559	15,15,11	15.0	15.0	11.0	15.0	11.0	4.0	60.0
560	19,18,13	19.0	18.0	13.0	19.0	13.0	6.0	50.0
561	20,19,13	20.0	19.0	13.0	20.0	13.0	7.0	51.4285714286
562	108,90,47	108.0	90.0	47.0	108.0	47.0	61.0	42.2950819672
563	49,40,30	49.0	40.0	30.0	49.0	30.0	19.0	31.5789473684
564	49,40,31	49.0	40.0	31.0	49.0	31.0	18.0	30.0
565	48,40,30	48.0	40.0	30.0	48.0	30.0	18.0	33.3333333333
566	64,56,44	64.0	56.0	44.0	64.0	44.0	20.0	36.0
567	49,41,31	49.0	41.0	31.0	49.0	31.0	18.0	33.3333333333
568	50,42,32	50.0	42.0	32.0	50.0	32.0	18.0	33.3333333333
569	4,4,4	4.0	4.0	4.0	4.0	4.0	0.0	0.0
570	10,10,10	10.0	10.0	10.0	10.0	10.0	0.0	0.0
571	8,8,8	8.0	8.0	8.0	8.0	8.0	0.0	0.0
572	6,6,6	6.0	6.0	6.0	6.0	6.0	0.0	0.0
573	6,6,6	6.0	6.0	6.0	6.0	6.0	0.0	0.0
574	6,6,6	6.0	6.0	6.0	6.0	6.0	0.0	0.0
575	5,5,5	5.0	5.0	5.0	5.0	5.0	0.0	0.0
576	7,7,7	7.0	7.0	7.0	7.0	7.0	0.0	0.0
577	5,5,5	5.0	5.0	5.0	5.0	5.0	0.0	0.0
578	13,13,13	13.0	13.0	13.0	13.0	13.0	0.0	0.0
579	14,14,14	14.0	14.0	14.0	14.0	14.0	0.0	0.0
580	12,12,12	12.0	12.0	12.0	12.0	12.0	0.0	0.0
581	14,14,14	14.0	14.0	14.0	14.0	14.0	0.0	0.0
582	11,11,11	11.0	11.0	11.0	11.0	11.0	0.0	0.0
583	10,10,10	10.0	10.0	10.0	10.0	10.0	0.0	0.0
584	10,10,10	10.0	10.0	10.0	10.0	10.0	0.0	0.0
585	9,9,9	9.0	9.0	9.0	9.0	9.0	0.0	0.0
586	12,12,12	12.0	12.0	12.0	12.0	12.0	0.0	0.0
587	13,13,13	13.0	13.0	13.0	13.0	13.0	0.0	0.0
588	14,14,14	14.0	14.0	14.0	14.0	14.0	0.0	0.0
589	13,13,13	13.0	13.0	13.0	13.0	13.0	0.0	0.0
590	12,12,12	12.0	12.0	12.0	12.0	12.0	0.0	0.0
591	14,14,14	14.0	14.0	14.0	14.0	14.0	0.0	0.0
592	14,14,14	14.0	14.0	14.0	14.0	14.0	0.0	0.0
593	20,20,20	20.0	20.0	20.0	20.0	20.0	0.0	0.0
594	14,14,14	14.0	14.0	14.0	14.0	14.0	0.0	0.0
595	12,12,12	12.0	12.0	12.0	12.0	12.0	0.0	0.0
596	15,15,15	15.0	15.0	15.0	15.0	15.0	0.0	0.0
597	18,18,18	18.0	18.0	18.0	18.0	18.0	0.0	0.0
598	24,24,24	24.0	24.0	24.0	24.0	24.0	0.0	0.0
599	15,15,15	15.0	15.0	15.0	15.0	15.0	0.0	0.0
