i	rgb	r	g	b	maxRGB	minRGB	c	h
419	43,40,31	43.0	40.0	31.0	43.0	31.0	12.0	45.0
420	95,94,88	95.0	94.0	88.0	95.0	88.0	7.0	51.4285714286
421	55,52,39	55.0	52.0	39.0	55.0	39.0	16.0	48.75
422	59,56,44	59.0	56.0	44.0	59.0	44.0	15.0	48.0
423	59,58,48	59.0	58.0	48.0	59.0	48.0	11.0	54.5454545455
424	57,53,45	57.0	53.0	45.0	57.0	45.0	12.0	40.0
425	107,106,103	107.0	106.0	103.0	107.0	103.0	4.0	45.0
426	107,102,93	107.0	102.0	93.0	107.0	93.0	14.0	38.5714285714
427	57,52,51	57.0	52.0	51.0	57.0	51.0	6.0	10.0
428	56,49,46	56.0	49.0	46.0	56.0	46.0	10.0	18.0
429	47,39,32	47.0	39.0	32.0	47.0	32.0	15.0	28.0
430	46,38,30	46.0	38.0	30.0	46.0	30.0	16.0	30.0
431	112,111,111	112.0	111.0	111.0	112.0	111.0	1.0	0.0
432	52,46,44	52.0	46.0	44.0	52.0	44.0	8.0	15.0
433	45,42,37	45.0	42.0	37.0	45.0	37.0	8.0	37.5
434	70,70,71	70.0	70.0	71.0	71.0	70.0	1.0	240.0
435	44,44,45	44.0	44.0	45.0	45.0	44.0	1.0	240.0
436	41,40,41	41.0	40.0	41.0	41.0	40.0	1.0	300.0
437	94,80,58	94.0	80.0	58.0	94.0	58.0	36.0	36.6666666667
438	90,87,74	90.0	87.0	74.0	90.0	74.0	16.0	48.75
439	60,53,40	60.0	53.0	40.0	60.0	40.0	20.0	39.0
440	62,53,42	62.0	53.0	42.0	62.0	42.0	20.0	33.0
441	56,49,41	56.0	49.0	41.0	56.0	41.0	15.0	32.0
442	72,65,54	72.0	65.0	54.0	72.0	54.0	18.0	36.6666666667
443	70,53,36	70.0	53.0	36.0	70.0	36.0	34.0	30.0
444	72,57,39	72.0	57.0	39.0	72.0	39.0	33.0	32.7272727273
445	31,21,12	31.0	21.0	12.0	31.0	12.0	19.0	28.4210526316
446	17,10,6	17.0	10.0	6.0	17.0	6.0	11.0	21.8181818182
447	41,29,13	41.0	29.0	13.0	41.0	13.0	28.0	34.2857142857
448	13,10,4	13.0	10.0	4.0	13.0	4.0	9.0	40.0
449	27,20,11	27.0	20.0	11.0	27.0	11.0	16.0	33.75
450	30,14,4	30.0	14.0	4.0	30.0	4.0	26.0	23.0769230769
451	48,34,12	48.0	34.0	12.0	48.0	12.0	36.0	36.6666666667
452	27,25,19	27.0	25.0	19.0	27.0	19.0	8.0	45.0
453	21,15,9	21.0	15.0	9.0	21.0	9.0	12.0	30.0
454	6,7,7	6.0	7.0	7.0	7.0	6.0	1.0	180.0
455	15,18,16	15.0	18.0	16.0	18.0	15.0	3.0	140.0
456	15,16,12	15.0	16.0	12.0	16.0	12.0	4.0	75.0
457	48,38,32	48.0	38.0	32.0	48.0	32.0	16.0	22.5
458	15,15,12	15.0	15.0	12.0	15.0	12.0	3.0	60.0
459	6,6,6	6.0	6.0	6.0	6.0	6.0	0.0	0.0
460	10,9,7	10.0	9.0	7.0	10.0	7.0	3.0	40.0
461	84,67,54	84.0	67.0	54.0	84.0	54.0	30.0	26.0
462	6,6,5	6.0	6.0	5.0	6.0	5.0	1.0	60.0
463	41,40,37	41.0	40.0	37.0	41.0	37.0	4.0	45.0
464	1,1,1	1.0	1.0	1.0	1.0	1.0	0.0	0.0
465	12,13,11	12.0	13.0	11.0	13.0	11.0	2.0	90.0
466	7,8,7	7.0	8.0	7.0	8.0	7.0	1.0	120.0
467	6,7,5	6.0	7.0	5.0	7.0	5.0	2.0	90.0
468	32,69,4	32.0	69.0	4.0	69.0	4.0	65.0	94.1538461538
469	5,5,5	5.0	5.0	5.0	5.0	5.0	0.0	0.0
470	5,5,4	5.0	5.0	4.0	5.0	4.0	1.0	60.0
471	5,5,5	5.0	5.0	5.0	5.0	5.0	0.0	0.0
472	7,7,6	7.0	7.0	6.0	7.0	6.0	1.0	60.0
473	4,4,4	4.0	4.0	4.0	4.0	4.0	0.0	0.0
474	7,8,6	7.0	8.0	6.0	8.0	6.0	2.0	90.0
475	30,35,35	30.0	35.0	35.0	35.0	30.0	5.0	180.0
476	6,6,6	6.0	6.0	6.0	6.0	6.0	0.0	0.0
477	31,14,9	31.0	14.0	9.0	31.0	9.0	22.0	13.6363636364
478	8,10,7	8.0	10.0	7.0	10.0	7.0	3.0	100.0
479	6,6,4	6.0	6.0	4.0	6.0	4.0	2.0	60.0
480	24,60,3	24.0	60.0	3.0	60.0	3.0	57.0	97.8947368421
481	4,4,4	4.0	4.0	4.0	4.0	4.0	0.0	0.0
482	6,7,4	6.0	7.0	4.0	7.0	4.0	3.0	80.0
483	5,5,3	5.0	5.0	3.0	5.0	3.0	2.0	60.0
484	6,6,5	6.0	6.0	5.0	6.0	5.0	1.0	60.0
485	27,100,6	27.0	100.0	6.0	100.0	6.0	94.0	106.595744681
486	7,8,5	7.0	8.0	5.0	8.0	5.0	3.0	80.0
487	17,61,4	17.0	61.0	4.0	61.0	4.0	57.0	106.315789474
488	29,61,4	29.0	61.0	4.0	61.0	4.0	57.0	93.6842105263
489	28,70,4	28.0	70.0	4.0	70.0	4.0	66.0	98.1818181818
490	7,8,5	7.0	8.0	5.0	8.0	5.0	3.0	80.0
491	7,8,6	7.0	8.0	6.0	8.0	6.0	2.0	90.0
492	27,36,21	27.0	36.0	21.0	36.0	21.0	15.0	96.0
493	30,35,25	30.0	35.0	25.0	35.0	25.0	10.0	90.0
494	9,9,6	9.0	9.0	6.0	9.0	6.0	3.0	60.0
495	6,7,4	6.0	7.0	4.0	7.0	4.0	3.0	80.0
496	7,8,6	7.0	8.0	6.0	8.0	6.0	2.0	90.0
497	9,10,6	9.0	10.0	6.0	10.0	6.0	4.0	75.0
498	9,10,7	9.0	10.0	7.0	10.0	7.0	3.0	80.0
499	7,8,6	7.0	8.0	6.0	8.0	6.0	2.0	90.0
500	32,58,12	32.0	58.0	12.0	58.0	12.0	46.0	93.9130434783
501	10,11,8	10.0	11.0	8.0	11.0	8.0	3.0	80.0
502	7,7,5	7.0	7.0	5.0	7.0	5.0	2.0	60.0
503	8,8,6	8.0	8.0	6.0	8.0	6.0	2.0	60.0
504	36,74,6	36.0	74.0	6.0	74.0	6.0	68.0	93.5294117647
505	9,10,6	9.0	10.0	6.0	10.0	6.0	4.0	75.0
506	10,11,6	10.0	11.0	6.0	11.0	6.0	5.0	72.0
507	9,9,6	9.0	9.0	6.0	9.0	6.0	3.0	60.0
508	13,14,11	13.0	14.0	11.0	14.0	11.0	3.0	80.0
509	11,11,10	11.0	11.0	10.0	11.0	10.0	1.0	60.0
510	9,10,8	9.0	10.0	8.0	10.0	8.0	2.0	90.0
511	7,7,6	7.0	7.0	6.0	7.0	6.0	1.0	60.0
512	10,12,5	10.0	12.0	5.0	12.0	5.0	7.0	77.1428571429
513	7,7,4	7.0	7.0	4.0	7.0	4.0	3.0	60.0
514	11,13,7	11.0	13.0	7.0	13.0	7.0	6.0	80.0
515	9,9,7	9.0	9.0	7.0	9.0	7.0	2.0	60.0
516	10,11,9	10.0	11.0	9.0	11.0	9.0	2.0	90.0
517	8,10,7	8.0	10.0	7.0	10.0	7.0	3.0	100.0
518	13,15,10	13.0	15.0	10.0	15.0	10.0	5.0	84.0
519	45,86,7	45.0	86.0	7.0	86.0	7.0	79.0	91.1392405063
520	10,12,10	10.0	12.0	10.0	12.0	10.0	2.0	120.0
521	10,11,9	10.0	11.0	9.0	11.0	9.0	2.0	90.0
522	31,70,5	31.0	70.0	5.0	70.0	5.0	65.0	96.0
523	6,7,5	6.0	7.0	5.0	7.0	5.0	2.0	90.0
524	5,6,4	5.0	6.0	4.0	6.0	4.0	2.0	90.0
525	7,8,6	7.0	8.0	6.0	8.0	6.0	2.0	90.0
526	14,17,11	14.0	17.0	11.0	17.0	11.0	6.0	90.0
527	21,23,15	21.0	23.0	15.0	23.0	15.0	8.0	75.0
528	23,28,20	23.0	28.0	20.0	28.0	20.0	8.0	97.5
529	43,37,12	43.0	37.0	12.0	43.0	12.0	31.0	48.3870967742
530	29,31,24	29.0	31.0	24.0	31.0	24.0	7.0	77.1428571429
531	62,64,65	62.0	64.0	65.0	65.0	62.0	3.0	200.0
532	79,74,62	79.0	74.0	62.0	79.0	62.0	17.0	42.3529411765
533	30,24,12	30.0	24.0	12.0	30.0	12.0	18.0	40.0
534	43,33,13	43.0	33.0	13.0	43.0	13.0	30.0	40.0
535	8,8,8	8.0	8.0	8.0	8.0	8.0	0.0	0.0
536	25,64,11	25.0	64.0	11.0	64.0	11.0	53.0	104.150943396
537	37,33,21	37.0	33.0	21.0	37.0	21.0	16.0	45.0
538	10,11,9	10.0	11.0	9.0	11.0	9.0	2.0	90.0
539	19,22,14	19.0	22.0	14.0	22.0	14.0	8.0	82.5
540	21,24,17	21.0	24.0	17.0	24.0	17.0	7.0	85.7142857143
541	23,25,20	23.0	25.0	20.0	25.0	20.0	5.0	84.0
542	13,15,11	13.0	15.0	11.0	15.0	11.0	4.0	90.0
543	39,41,33	39.0	41.0	33.0	41.0	33.0	8.0	75.0
544	10,12,7	10.0	12.0	7.0	12.0	7.0	5.0	84.0
545	41,33,16	41.0	33.0	16.0	41.0	16.0	25.0	40.8
546	10,10,8	10.0	10.0	8.0	10.0	8.0	2.0	60.0
547	9,11,7	9.0	11.0	7.0	11.0	7.0	4.0	90.0
548	8,9,8	8.0	9.0	8.0	9.0	8.0	1.0	120.0
549	8,9,8	8.0	9.0	8.0	9.0	8.0	1.0	120.0
550	12,12,9	12.0	12.0	9.0	12.0	9.0	3.0	60.0
551	4,5,4	4.0	5.0	4.0	5.0	4.0	1.0	120.0
552	20,14,9	20.0	14.0	9.0	20.0	9.0	11.0	27.2727272727
553	11,10,7	11.0	10.0	7.0	11.0	7.0	4.0	45.0
554	16,16,11	16.0	16.0	11.0	16.0	11.0	5.0	60.0
555	6,7,4	6.0	7.0	4.0	7.0	4.0	3.0	80.0
556	9,10,8	9.0	10.0	8.0	10.0	8.0	2.0	90.0
557	10,8,6	10.0	8.0	6.0	10.0	6.0	4.0	30.0
558	60,43,16	60.0	43.0	16.0	60.0	16.0	44.0	36.8181818182
559	34,24,13	34.0	24.0	13.0	34.0	13.0	21.0	31.4285714286
560	21,13,6	21.0	13.0	6.0	21.0	6.0	15.0	28.0
561	27,20,10	27.0	20.0	10.0	27.0	10.0	17.0	35.2941176471
562	44,31,14	44.0	31.0	14.0	44.0	14.0	30.0	34.0
563	22,18,8	22.0	18.0	8.0	22.0	8.0	14.0	42.8571428571
564	32,24,11	32.0	24.0	11.0	32.0	11.0	21.0	37.1428571429
565	25,20,9	25.0	20.0	9.0	25.0	9.0	16.0	41.25
566	45,36,26	45.0	36.0	26.0	45.0	26.0	19.0	31.5789473684
567	42,31,21	42.0	31.0	21.0	42.0	21.0	21.0	28.5714285714
568	29,23,15	29.0	23.0	15.0	29.0	15.0	14.0	34.2857142857
569	38,31,24	38.0	31.0	24.0	38.0	24.0	14.0	30.0
570	35,26,21	35.0	26.0	21.0	35.0	21.0	14.0	21.4285714286
571	57,46,37	57.0	46.0	37.0	57.0	37.0	20.0	27.0
572	93,78,61	93.0	78.0	61.0	93.0	61.0	32.0	31.875
573	40,31,24	40.0	31.0	24.0	40.0	24.0	16.0	26.25
574	58,42,31	58.0	42.0	31.0	58.0	31.0	27.0	24.4444444444
575	30,12,6	30.0	12.0	6.0	30.0	6.0	24.0	15.0
576	31,12,7	31.0	12.0	7.0	31.0	7.0	24.0	12.5
577	31,13,7	31.0	13.0	7.0	31.0	7.0	24.0	15.0
578	0,0,0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
579	1,1,1	1.0	1.0	1.0	1.0	1.0	0.0	0.0
580	1,1,1	1.0	1.0	1.0	1.0	1.0	0.0	0.0
581	0,0,0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
582	0,0,0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
583	0,0,0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
584	0,0,0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
585	0,0,0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
586	0,0,0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
587	0,0,0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
588	1,1,1	1.0	1.0	1.0	1.0	1.0	0.0	0.0
589	7,7,7	7.0	7.0	7.0	7.0	7.0	0.0	0.0
590	12,11,11	12.0	11.0	11.0	12.0	11.0	1.0	0.0
591	8,7,7	8.0	7.0	7.0	8.0	7.0	1.0	0.0
592	10,10,10	10.0	10.0	10.0	10.0	10.0	0.0	0.0
593	9,9,9	9.0	9.0	9.0	9.0	9.0	0.0	0.0
594	10,9,9	10.0	9.0	9.0	10.0	9.0	1.0	0.0
595	9,8,8	9.0	8.0	8.0	9.0	8.0	1.0	0.0
596	11,10,10	11.0	10.0	10.0	11.0	10.0	1.0	0.0
597	9,9,9	9.0	9.0	9.0	9.0	9.0	0.0	0.0
598	12,11,11	12.0	11.0	11.0	12.0	11.0	1.0	0.0
599	14,13,13	14.0	13.0	13.0	14.0	13.0	1.0	0.0
